original_utterance,normalized_utterance,chatbot_response,locale,audio_s3_uri,response_hash,utterance_hash,approval_type,approved_by,input_text,response_text,intent
지금은 견적/계약 일정과 처리 소요가 궁금해요,,"""견적은 간단하게 1~2분 내에 진행 가능하고, 계약은 고객님이 원하시는 시간에 맞춰 처리해드립니다. 보통 1~2일 이내에 완료되니 걱정하지 않으셔도 됩니다""",ko-KR,s3://tts-bucket-250810/ko-KR/1105227060ffdac7.wav,1105227060ffdac7,4b3720eb9a3432ee,chatbot_response,batch_approval_script,지금은 견적/계약 일정과 처리 소요가 궁금해요,"""견적은 간단하게 1~2분 내에 진행 가능하고, 계약은 고객님이 원하시는 시간에 맞춰 처리해드립니다. 보통 1~2일 이내에 완료되니 걱정하지 않으셔도 됩니다""",other
아 견적은 언제 받을 수 있나요?,,"""견적은 고객님께서 연락주시면 즉시 진행해드리며, 보통 10분 내외로 빠르게 안내 가능합니다. 언제든지 문의 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/9450229e009aa5da.wav,9450229e009aa5da,97684e9290879b5d,chatbot_response,batch_approval_script,아 견적은 언제 받을 수 있나요?,"""견적은 고객님께서 연락주시면 즉시 진행해드리며, 보통 10분 내외로 빠르게 안내 가능합니다. 언제든지 문의 주세요""",more_questions
음 견적은 언제 받을 수 있나요?,,"""견적은 고객님께서 연락주시면 즉시 진행해드리며, 보통 10분 이내에 받아보실 수 있습니다. 언제든지 문의주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/63753e001b982bf7.wav,63753e001b982bf7,82e22ec956d4119e,chatbot_response,batch_approval_script,음 견적은 언제 받을 수 있나요?,"""견적은 고객님께서 연락주시면 즉시 진행해드리며, 보통 10분 이내에 받아보실 수 있습니다. 언제든지 문의주세요""",more_questions
잠깐만 견적은 언제 받을 수 있나요?,,"""견적은 고객님께서 요청해주시면 **즉시** 진행 가능하며, 보통 **10분 이내**에 결과를 받아보실 수 있습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/4d1bbe082e8c1676.wav,4d1bbe082e8c1676,0d44449fc15fbb46,chatbot_response,batch_approval_script,잠깐만 견적은 언제 받을 수 있나요?,"""견적은 고객님께서 요청해주시면 **즉시** 진행 가능하며, 보통 **10분 이내**에 결과를 받아보실 수 있습니다""",more_questions
죄송하지만 견적은 언제 받을 수 있나요?,,"""견적은 고객님이 요청해주시면 **즉시** 진행해드리고, 보통 **24시간 이내**에 받아보실 수 있습니다. 언제든지 연락주시면 빠르게 도와드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/1dad502ba20ce9be.wav,1dad502ba20ce9be,ff85c72cefcfe430,chatbot_response,batch_approval_script,죄송하지만 견적은 언제 받을 수 있나요?,"""견적은 고객님이 요청해주시면 **즉시** 진행해드리고, 보통 **24시간 이내**에 받아보실 수 있습니다. 언제든지 연락주시면 빠르게 도와드릴게요""",more_questions
어 견적/계약 일정과 처리 소요가 궁금해요,,"""견적은 보통 10분 내외로 빠르게 진행되며, 계약 후 처리 소요는 1~2일 정도입니다. 궁금하신 점 있으시면 언제든지 연락 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/21005aa5210f5add.wav,21005aa5210f5add,b00a605dab50149d,chatbot_response,batch_approval_script,어 견적/계약 일정과 처리 소요가 궁금해요,"""견적은 보통 10분 내외로 빠르게 진행되며, 계약 후 처리 소요는 1~2일 정도입니다. 궁금하신 점 있으시면 언제든지 연락 주세요""",other
혹시 견적/계약 일정과 처리 소요가 궁금해요,,"""견적은 보통 5분 이내에 제공해 드리며, 계약 진행은 고객님이 원하실 때 즉시 가능합니다. 필요한 서류를 준비해 주시면 빠르게 진행해 드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/5c9c1915390e9937.wav,5c9c1915390e9937,fcba3ed10f64cc40,chatbot_response,batch_approval_script,혹시 견적/계약 일정과 처리 소요가 궁금해요,"""견적은 보통 5분 이내에 제공해 드리며, 계약 진행은 고객님이 원하실 때 즉시 가능합니다. 필요한 서류를 준비해 주시면 빠르게 진행해 드릴게요""",other
혹시 결정권자가 따로 있어요.,,"""결정권자가 따로 계시다면, 그분께 저희 제안 내용을 전달해주시면 좋겠습니다. 필요하시면 추가 정보나 자료도 제공해드릴 수 있습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/683a1c9e3fb0999e.wav,683a1c9e3fb0999e,13703a71c458a79f,chatbot_response,batch_approval_script,혹시 결정권자가 따로 있어요.,"""결정권자가 따로 계시다면, 그분께 저희 제안 내용을 전달해주시면 좋겠습니다. 필요하시면 추가 정보나 자료도 제공해드릴 수 있습니다""",other
어 계약 기간이 남아있어요.,,"""계약 기간이 남아있으시군요! 현재 보험사가 있으시면 소개해주셔도 좋고, 나중에라도 저희와 함께 하시면 **혜택**을 드릴 수 있습니다. 문자로 자세한 내용도 보내드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/e76ec613adb49cdf.wav,e76ec613adb49cdf,258a10d9f609394b,chatbot_response,batch_approval_script,어 계약 기간이 남아있어요.,"""계약 기간이 남아있으시군요! 현재 보험사가 있으시면 소개해주셔도 좋고, 나중에라도 저희와 함께 하시면 **혜택**을 드릴 수 있습니다. 문자로 자세한 내용도 보내드릴게요""",other
아 계약 기간이 남아있어요.,,"""계약 기간이 남아있으시군요. 하지만, 저희는 기존 보험과 별개로 추가 수익을 드릴 수 있는 기회입니다. 관심 있으시면 문자로 더 자세한 정보 보내드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/fc5bd3f6a69fa4a1.wav,fc5bd3f6a69fa4a1,1b1b3516fec2219b,chatbot_response,batch_approval_script,아 계약 기간이 남아있어요.,"""계약 기간이 남아있으시군요. 하지만, 저희는 기존 보험과 별개로 추가 수익을 드릴 수 있는 기회입니다. 관심 있으시면 문자로 더 자세한 정보 보내드릴게요""",other
혹시 계약 기간이 남아있어요.,,"""계약 기간이 남아있으시더라도 저희와 연결해주시면, 보험 만기 시 재가입 시에 혜택을 드릴 수 있습니다. 더 궁금하신 점 있으신가요""",ko-KR,s3://tts-bucket-250810/ko-KR/471b74f7ceaa18fe.wav,471b74f7ceaa18fe,1cc47c4281a6462f,chatbot_response,batch_approval_script,혹시 계약 기간이 남아있어요.,"""계약 기간이 남아있으시더라도 저희와 연결해주시면, 보험 만기 시 재가입 시에 혜택을 드릴 수 있습니다. 더 궁금하신 점 있으신가요""",other
어 계약서는 언제 받나요?,,"""계약서는 고객님 소개 후 1~2일 이내에 발송해드리며, 수수료는 다음날 바로 지급됩니다. 추가 문의사항 있으시면 언제든지 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/ed2c9052f31266bd.wav,ed2c9052f31266bd,e7bb8f425816cf01,chatbot_response,batch_approval_script,어 계약서는 언제 받나요?,"""계약서는 고객님 소개 후 1~2일 이내에 발송해드리며, 수수료는 다음날 바로 지급됩니다. 추가 문의사항 있으시면 언제든지 말씀해 주세요""",other
죄송하지만 계약서는 언제 받나요?,,"""계약서는 고객님께서 소개해 주신 고객이 보험 가입 후, 다음날 바로 발송해드립니다. 궁금하신 점 있으시면 언제든지 문의 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/ce257c611436035b.wav,ce257c611436035b,5b3eab17af9a4361,chatbot_response,batch_approval_script,죄송하지만 계약서는 언제 받나요?,"""계약서는 고객님께서 소개해 주신 고객이 보험 가입 후, 다음날 바로 발송해드립니다. 궁금하신 점 있으시면 언제든지 문의 주세요""",other
아 계약서는 언제 받나요?,,"""계약서는 고객님이 소개해 주신 고객이 가입하신 후, 다음 날 바로 발송해 드립니다. 추가 문의사항 있으시면 언제든지 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/d5b87da1d4b97bc8.wav,d5b87da1d4b97bc8,f2de3081e62250b0,chatbot_response,batch_approval_script,아 계약서는 언제 받나요?,"""계약서는 고객님이 소개해 주신 고객이 가입하신 후, 다음 날 바로 발송해 드립니다. 추가 문의사항 있으시면 언제든지 말씀해 주세요""",other
혹시 계약서는 언제 받나요?,,"""계약서는 고객님이 소개해주신 고객이 자동차보험을 가입한 후, 다음날 바로 발송해드리겠습니다. 추가 문의사항 있으시면 언제든지 말씀해주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/9a8dd932e354f7da.wav,9a8dd932e354f7da,6c0afe82e66d4a3f,chatbot_response,batch_approval_script,혹시 계약서는 언제 받나요?,"""계약서는 고객님이 소개해주신 고객이 자동차보험을 가입한 후, 다음날 바로 발송해드리겠습니다. 추가 문의사항 있으시면 언제든지 말씀해주세요""",other
아 최종 부담액이 얼마인지요,,"""고객님 최종 부담액은 보험료에 따라 다르지만, 저희가 비교견적으로 최저가를 찾아드리니 걱정하지 않으셔도 됩니다. 견적을 받아보시면 정확한 금액 안내해드리겠습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/8bd7ac0519f9d9bc.wav,8bd7ac0519f9d9bc,7e94788bbca1b7c3,chatbot_response,batch_approval_script,아 최종 부담액이 얼마인지요,"""고객님 최종 부담액은 보험료에 따라 다르지만, 저희가 비교견적으로 최저가를 찾아드리니 걱정하지 않으셔도 됩니다. 견적을 받아보시면 정확한 금액 안내해드리겠습니다""",other
지금은 가입 거절당한 적 있어요.,,"""고객님, 가입이 거절된 경험이 있으시군요. 저희는 사고가 많으신 고객님도 오프라인으로 가입 가능하게 도와드립니다. 필요하시면 언제든지 연락 주시면 안내해드리겠습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/375d87b582ea9968.wav,375d87b582ea9968,786b09a73171390b,chatbot_response,batch_approval_script,지금은 가입 거절당한 적 있어요.,"""고객님, 가입이 거절된 경험이 있으시군요. 저희는 사고가 많으신 고객님도 오프라인으로 가입 가능하게 도와드립니다. 필요하시면 언제든지 연락 주시면 안내해드리겠습니다""",other
죄송하지만 혜택이 뭐가 있나요?,,"""고객님, 고객 소개 시 성사되면 **최대 7%의 수수료**를 다음 날 지급해드립니다. 추가로 견적 의뢰하시면 **cu 상품권**도 드려요""",ko-KR,s3://tts-bucket-250810/ko-KR/d3132fda45dc0cea.wav,d3132fda45dc0cea,78956704bf1bf3c5,chatbot_response,batch_approval_script,죄송하지만 혜택이 뭐가 있나요?,"""고객님, 고객 소개 시 성사되면 **최대 7%의 수수료**를 다음 날 지급해드립니다. 추가로 견적 의뢰하시면 **cu 상품권**도 드려요""",other
실례지만 언제 다시 전화 주시면 될까요?,,"""고객님, 다음 주 중에 다시 연락드리겠습니다. 제 번호 저장해 두셨다가 견적 문의 시 언제든지 연락 주셔도 좋습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/46c00be6d5be5793.wav,46c00be6d5be5793,893eea630a2ff472,chatbot_response,batch_approval_script,실례지만 언제 다시 전화 주시면 될까요?,"""고객님, 다음 주 중에 다시 연락드리겠습니다. 제 번호 저장해 두셨다가 견적 문의 시 언제든지 연락 주셔도 좋습니다""",other
잠깐만 가입 거절당한 적 있어요.,,"""고객님, 다이렉트 가입이 거절된 경우에도 오프라인으로 가입 가능하니 걱정하지 않으셔도 돼요. 필요하시면 언제든지 문의 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/954b017c3ec3ed7c.wav,954b017c3ec3ed7c,35107b630b81a963,chatbot_response,batch_approval_script,잠깐만 가입 거절당한 적 있어요.,"""고객님, 다이렉트 가입이 거절된 경우에도 오프라인으로 가입 가능하니 걱정하지 않으셔도 돼요. 필요하시면 언제든지 문의 주세요""",other
음 시간이 얼마나 걸려요?,,"""고객님, 소개해 주신 고객의 보험 가입이 완료되면 **다음날 바로 광고비를 지급**해드립니다. 빠르게 진행됩니다""",ko-KR,s3://tts-bucket-250810/ko-KR/db8268e6f11df3ff.wav,db8268e6f11df3ff,787050ab1edae5ec,chatbot_response,batch_approval_script,음 시간이 얼마나 걸려요?,"""고객님, 소개해 주신 고객의 보험 가입이 완료되면 **다음날 바로 광고비를 지급**해드립니다. 빠르게 진행됩니다""",other
실례지만 혜택이 뭐가 있나요?,,"""고객님, 소개해주신 고객이 보험 가입 시 **최대 7%의 수수료**를 익일 지급해드립니다. 추가로, 견적 의뢰만 주셔도 **cu 상품권**을 드려요""",ko-KR,s3://tts-bucket-250810/ko-KR/28d9cce7ce404267.wav,28d9cce7ce404267,5cf98acac4f6834e,chatbot_response,batch_approval_script,실례지만 혜택이 뭐가 있나요?,"""고객님, 소개해주신 고객이 보험 가입 시 **최대 7%의 수수료**를 익일 지급해드립니다. 추가로, 견적 의뢰만 주셔도 **cu 상품권**을 드려요""",other
지금은 혜택이 뭐가 있나요?,,"""고객님, 수수료는 최대 7%까지 지급해드리며, 다음날 바로 지급이 가능합니다. 또한, 견적 의뢰만 주셔도 **cu 상품권**을 드리고 있습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/5658f8ec3353d627.wav,5658f8ec3353d627,3740f3729e9e3aad,chatbot_response,batch_approval_script,지금은 혜택이 뭐가 있나요?,"""고객님, 수수료는 최대 7%까지 지급해드리며, 다음날 바로 지급이 가능합니다. 또한, 견적 의뢰만 주셔도 **cu 상품권**을 드리고 있습니다""",other
지금 봐봐요,,"""고객님, 어떤 부분을 도와드릴까요""",ko-KR,s3://tts-bucket-250810/ko-KR/eba565c00efbe9b0.wav,eba565c00efbe9b0,64dbc532f771883e,chatbot_response,batch_approval_script,지금 봐봐요,"""고객님, 어떤 부분을 도와드릴까요""",other
지금은 언제 다시 전화 주시면 될까요?,,"""고객님, 언제든지 연락 주시면 됩니다! 제 번호 저장해 두시면 견적 문의 시 빠르게 도와드리겠습니다. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/40a7c2dc3b4f3fef.wav,40a7c2dc3b4f3fef,707949cf0fba19e4,chatbot_response,batch_approval_script,지금은 언제 다시 전화 주시면 될까요?,"""고객님, 언제든지 연락 주시면 됩니다! 제 번호 저장해 두시면 견적 문의 시 빠르게 도와드리겠습니다. 감사합니다""",other
어 언제 연락 주시면 돼요?,,"""고객님, 언제든지 연락 주시면 됩니다. 제 번호 저장해 두시고, 필요하실 때 편하게 연락주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/fe94252e6ff2debc.wav,fe94252e6ff2debc,0a407c90802f45b0,chatbot_response,batch_approval_script,어 언제 연락 주시면 돼요?,"""고객님, 언제든지 연락 주시면 됩니다. 제 번호 저장해 두시고, 필요하실 때 편하게 연락주세요""",other
실례지만 언제 연락 주시면 돼요?,,"""고객님, 언제든지 편하실 때 연락 주시면 됩니다. 제가 바로 상담원 연결해드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/d12612c510d47739.wav,d12612c510d47739,84ac32ba9a790f27,chatbot_response,batch_approval_script,실례지만 언제 연락 주시면 돼요?,"""고객님, 언제든지 편하실 때 연락 주시면 됩니다. 제가 바로 상담원 연결해드릴게요""",other
